charge_name,uccs_code,probability,mfj_code,ncrp_code,ncic_code,nibrs_code
UCW-A (HCSO 2021-26241),2040,0.238793261201698,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A (HCSO 2021-30976),2040,0.238793261201698,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FAIL ID FUGITIVE INTENT GIVE FALSE INFO,2040,0.877398684992245,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FAIL TO ID FUGITIVE INTENT GIVE FALSE INFO,2040,0.877398684992245,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FALSE DRIVER LICENSE/ID,2040,0.936187534058297,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A (HCSO 2021-59463),2040,0.238793261201698,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A,2040,0.238793208129349,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
DL/ID FALSE-A (TREPOVICHT),2040,0.396816170790667,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
ALST BI-A (SMPD 21-72324),2040,0.238793208129349,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT CARD ABUSE * ATTEMPT TO COMMIT,2041,0.911355877839899,151,221,,
"HINDER SECUR CREDIT PROCEEDS>=$200<$1,500",2040,0.981933563604227,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD POSS AND USE OF ID INFO,2040,0.999998564951656,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY [SMPD #07-58939],2040,0.979203373720766,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FORGERY [SMPD #07-60407],2040,0.979203483093876,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"INSURANCE FRAUD >=$500<$1,500",2040,0.99951365996157,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
"HINDERING SECURED CREDITOR-$500 TO $1,500",2040,0.995362176976737,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
DEBIT CARD ABUSE (ATTEMPTED),2041,0.920923616745432,151,221,,
ATTEMPTED EXPLOITATION OF A DISABLED INDIVIDUAL (ATTEMPTED),2041,0.986731742751647,151,221,,
FALSE STATEMENT FOR PROPERTY/CREDIT $500 < $1500,2040,0.999457267031738,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
SELL/MANUFACTURE/DISTRIBUTE/POSSESS FICTITIOUS DL/ID,2040,0.615615487796047,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
INSURANCE FRAUD >=$1500<$20K,2040,0.999798027158355,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
ATTEMPTED FRAUDULENT USE OR POSSESSION OF IDENTIFYING INFORMATION-LESS THAN FIVE ITEMS,2040,0.719217165534029,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FAIL ID FUG INT GIVE FALSE INFO,2040,0.971605531147627,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD DEST CONCEALMENT,2040,0.990321265613304,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMP W/ ID NUMB,2040,0.94516592077412,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A (SMPD 20-09290),2040,0.238793707081798,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
FRAUD DESTROY CONCEAL WRITING,2040,0.981526395381837,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMP W/GOVNT RECORD-A,2040,0.957739486381401,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
TAMPERING W/ ID NUMBER,2040,0.960216885184902,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
PODD,2040,0.438037149361322,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A (HCSO 2021-06593),2040,0.238793261201698,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
UCW-A (HCSO 2021-36692),2040,0.238793261201698,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
POSS OF MORE THAN ONE DL,2040,0.998737895573258,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CRIMINAL SIM,2040,0.953624149469159,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
CREDIT ABUSE,2040,0.996799962382401,150,220;810;820;830,2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2589;2599;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2699,250;26A;26B;26C;26D;26E;26F;90A
THEFT PROP >=$20K<$100K,2050,0.795531822279859,155,230,,
THEFT <$1500 2 + PRIOR CONV,2050,0.950531544214733,155,230,,
THEFT >=$20K<$100K,2050,0.782454082604095,155,230,,
"THEFT <$1,500 2 OR MORE CONV ANY THEFT PS",2050,0.495920524678917,155,230,,
"THEFT-$20,000 TO $100,00",2050,0.992804911980431,155,230,,
"THEFT [$20,000 - $100,000] REINDICT OF CR-05-516",2050,0.699874209622781,155,230,,
"THEFT - $1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT - $20,000.00 TO $100,000.00",2050,0.691412491557781,155,230,,
"THEFT [$20,000 - $100,000][REINDICT 06-797]",2050,0.699874209622781,155,230,,
"THEFT [$20,000 - $100,000]",2050,0.771250246378116,155,230,,
"THEFT-$1500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT-$20,000 TO $100,000",2050,0.982137050337901,155,230,,
"THEFT-$20,000 TO $100, 000 [RE-INDICT/ CR-07-209]",2050,0.997506193505655,155,230,,
"THEFT PROP>=$1,500<$20K",2050,0.992475291115827,155,230,,
"THEFT-$20,000 - $100,000",2050,0.877187044247112,155,230,,
"THEFT-$20,000-$100,000",2050,0.877187044247112,155,230,,
"THEFT- $20,000-$100,000",2050,0.877187044247112,155,230,,
"THEFT- $20,000 TO $100,000",2050,0.982137050337901,155,230,,
"THEFT-$20,000 TO $100,000 (INSTANTER)",2050,0.946850816261784,155,230,,
"THEFT- $20,000 OR MORE BUT LESS THAN $100, 000",2050,0.991592288427994,155,230,,
"THEFT - $20,000 OR MORE BUT LESS THAN $100,000",2050,0.982104109431566,155,230,,
"THEFT-$20,000 TO $100,000 [RE-INDICTMENT]",2050,0.995710442792434,155,230,,
"THEFT-$1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT-$20,000 TO $100,000 [RE-IND CR-10-0072]",2050,0.911593348019548,155,230,,
"THEFT-$20,000 TO $100,000.00",2050,0.953540409624175,155,230,,
ABUSE OF OFFICIAL CAPACITY >=$20K<$100K,2050,0.288495210424573,155,230,,
"THEFT-$1,500 TO $20,000 [ENHANCED]",2050,0.93923682438821,155,230,,
"THEFT-$20,000 O $100,000",2050,0.982137050337901,155,230,,
"THEFT $20,000 OR MORE BUT LESS THAN $1000,000",2050,0.886962862936283,155,230,,
THEFT PROP <$1500 2+ CONV ENH,2050,0.72711737341622,155,230,,
"THEFT $20,000 OR MORE BUT LESS THAN $100,000 [RE-IND CR-12-0235]",2050,0.870003501243187,155,230,,
"ORGANIZED RETAIL THEFT-$1,500 TO $20,0000",2050,0.991184423837428,155,230,,
"ORGANIZED RETAIL THEFT-$1,500 TO $20,000 [RE-INDICTMENT CR12-0060]",2050,0.993665559771264,155,230,,
"THEFT - $20,000 TO $100,000",2050,0.982137050337901,155,230,,
"THEFT-$20,000 TO $ 100,000",2050,0.982137050337901,155,230,,
"ORGANIZED RETAIL THEFT-$1,500 TO $20,000",2050,0.988884386942931,155,230,,
"ORGANIZED RETAIL THEFT $1,500 TO $20,000",2050,0.99140427954799,155,230,,
"ORGANIZED RETAIL THEFT $1,500 TO $20,000",2050,0.99140427954799,155,230,,
"ORGANIZED RETAIL THEFT-$1500 TO $20,000",2050,0.988884386942931,155,230,,
"THEFT-$1,500 TO $ 20,000 ENHANCED",2050,0.93923682438821,155,230,,
"THEFT - $1,500 TO $20,00 - ELDERLY",2050,0.67592496340524,155,230,,
"THEFT OF PROPERTY $20,000 TO $100,000 [RE-INDICT CR-11-0810]",2050,0.999226993873786,155,230,,
"THEFT-$1500-20,000 ELDERLY-F3 (HAYS CO)",2050,0.623791721932063,155,230,,
"THEFT $20,000 TO $100,000",2050,0.986132030325992,155,230,,
"THEFT-$2,500 TO $30,000 ENHANCED",2050,0.99496660531891,155,230,,
"THEFT-$2,500 TO $30,000 ENHANCED [RE-INDICT CR-16-0760]",2050,0.995356593484767,155,230,,
"THEFT-$1,500 TO $20,000 ENHANCED",2050,0.93923682438821,155,230,,
"THEFT-$30,000 TO $150,000",2050,0.996829071761374,155,230,,
"THEFT OF LIVESTOCK-LESS THAN $150,000",2050,0.980990952424051,155,230,,
"THEFT-$30, 000 TO $150,000",2050,0.996080244961822,155,230,,
"THEFT-$20,000 TO $100,000 [RE-INDICT-CR-15-0904]",2050,0.994479552149897,155,230,,
"THEFT-$20,000 TO $100,000 [RE-INDT CR-17-0810]",2050,0.977242734910712,155,230,,
"THEFT-$150,000 TO $300,000",2050,0.985416087664389,155,230,,
THEFT PROP >=$30K<$150K,2050,0.689841440714319,155,230,,
"THEFT- $30,000 TO $150,000",2050,0.996829071761374,155,230,,
THEFT OF FIREARM,2050,0.995691263413754,155,230,,
"THEFT-$2,500 TO $30,000-ELDERLY",2050,0.924781325401044,155,230,,
THEFT >$20K < $100K,2050,0.944032554236775,155,230,,
"ATTEMPTED THEFT $20'000.00 TO $100,000.00 (ATTEMPTED)",2051,0.607561046977435,156,231,,
ATT THEFT $20K TO $100K (ATTEMPTED),2051,0.959097186653117,156,231,,
ATT THEFT-$20-$100K (ATTEMPTED),2051,0.616446573755526,156,231,,
THEFT >=$100K <$200K,2050,0.748135907189442,155,230,,
"THEFT-$100,000 TO $200,000",2050,0.643658549096535,155,230,,
"THEFT $100,000-$200,000",2050,0.907001288292139,155,230,,
"THEFT - $100,000 TO $200,000",2050,0.643658549096535,155,230,,
"THEFT-$100,000 TO $200,000 [RE-INDICTED]",2050,0.732806646701305,155,230,,
"THEFT- $100,000 TO $200,000",2050,0.643658549096535,155,230,,
"THEFT- $20,000 TO $100,000-ELDERLY",2050,0.895674397887408,155,230,,
THEFT PROP >=$100<$750,2050,0.687149466297855,155,230,,
"THEFT-$30,000 TO $150,000 ELDERLY",2050,0.997720115111475,155,230,,
"THEFT-$30,000 TO $150,000 ENHANCED",2050,0.99697713400056,155,230,,
"THEFT-$20,000 TO $100,000 [RE-INDCT-CR-16-0475]",2050,0.938582061573425,155,230,,
THEFT PROP>=$200K,2050,0.981185148119242,155,230,,
"THEFT-$200,000 OR MORE",2050,0.765272479816319,155,230,,
"THEFT-$200,000 OR MORE [RE-IND CR-09-0416]",2050,0.568334661763863,155,230,,
"THEFT BY PUBLIC SERVANT - $150,000 TO $300,000",2050,0.995571850648905,155,230,,
"THEFT - $200,000 OR MORE",2050,0.765272479816319,155,230,,
"THEFT >=$1,500 <$20K",2050,0.966762824999764,155,230,,
THEFT (15000-20000),2050,0.99574720721681,155,230,,
"THEFT PROP>=$500<$1,500",2050,0.996558029887795,155,230,,
"THEFT >=$1,500<$20K",2050,0.966762824999764,155,230,,
THEFT PROP>$500<$1500 PUB SERV/ELDERLY,2050,0.584296673923919,155,230,,
"THEFT [>$1,500 < $20K]",2050,0.962380575166441,155,230,,
THEFT OF FIREARM-SJF(HCSOC02-04727),2050,0.984558745373803,155,230,,
THEFT OF FIREARM-SJF(HAYS CO. F03-065J2),2050,0.984558745373803,155,230,,
"THEFT BY CHECK--$1,500 TO $20,000.00",2050,0.856080607848566,155,230,,
"THEFT BY CHECK--$1,500 TO $20,000",2050,0.996327293966024,155,230,,
"THEFT - $1, 500 TO $20,000",2050,0.989706109702489,155,230,,
"THEFT BY CHECK $1,500 TO $20,000",2050,0.915571423269784,155,230,,
"THEFT - $1,500 TO $20,000 [RE-INDICT OF CR-06-841]",2050,0.995956877834203,155,230,,
"THEFT-$1,500<$2000",2050,0.981003166100538,155,230,,
"THEFT -$1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT - $1,500<$20,000",2050,0.988952892491279,155,230,,
"THEFT BY CHECK - $1,500 TO $20,000",2050,0.996327293966024,155,230,,
"THEFT $1,500 TO $20,000",2050,0.99597443074633,155,230,,
"THEFT- $1,500 TO $20, 000",2050,0.996253968776952,155,230,,
"THEFT-$1,500-$20,000",2050,0.987102153916926,155,230,,
"THEFT-$1500-$20,000",2050,0.987102153916926,155,230,,
"THEFT-$1,500 TO $20,000 (INSTANTER)",2050,0.958876882981312,155,230,,
"THEFT - $1,500 TO 20,000",2050,0.993660195683856,155,230,,
"THEFT- $1,500 TO $20,000 (INSTANTER)",2050,0.958876882981312,155,230,,
"THEFT PROP>=$1,500<$20K [RE-INDICT CR-08-353]",2050,0.975728345496216,155,230,,
"THEFT-$1,500-$20,000 (INSTANTER)",2050,0.949934124639852,155,230,,
THEFT OF A FIREARM,2050,0.995691263413754,155,230,,
ENGAGING IN ORGANIZED CRIMINAL ACTIVITY [THEFT $500 TO $1500],2050,0.595740979998242,155,230,,
"THEFT-$1,500 - $20,000",2050,0.987102153916926,155,230,,
"THEFT-$1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEF-$1,500 TO $20,000",2050,0.965530885015652,155,230,,
"THEFT--$1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT BY CHECK-$1,500 TO $20,000",2050,0.996327293966024,155,230,,
"THEFT-$1,500 TO $20,000 [RE-INDICT CR-11-0590]",2050,0.995956877834203,155,230,,
"THEFT- $1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT$1,500 TO $20,000",2050,0.99597443074633,155,230,,
"LESSER INCLUDED THEFT PROP>=$1,500<$20K",2050,0.995995639335236,155,230,,
"THEFT-$1,500.00 TO $20,000",2050,0.957298495607081,155,230,,
"THEFT-$1 ,500 TO $20,000",2050,0.989706109702489,155,230,,
"THEFT- $1,500 TO$20,000",2050,0.993660195683856,155,230,,
"THEFT-$1,500 TO $20,000 [RE-INDICTMENT CR-12-0494]",2050,0.995486157406181,155,230,,
"THEFT OF SERVICE - $1,500 TO $20,000",2050,0.993088321905884,155,230,,
"BAILIFF'S CERTIFICATE - THEFT-$1,500 TO $20,000",2050,0.644779111036772,155,230,,
"ORGANIZED RETAIL THEFT - $500 TO $1,500",2050,0.967582768585256,155,230,,
"ORGANIZED RETAIL THEFT-$500 TO $1,500",2050,0.967582768585256,155,230,,
"THEFT - $1,500 TO $20,000 [RE-IND CR-12-0134]",2050,0.991084525145411,155,230,,
"THEFT-$1,500 < $20,000",2050,0.988952892491279,155,230,,
"THEFT-TO-$1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT PROP>=$1,500<$20K LESSER INCLUDED",2050,0.995995639335236,155,230,,
"THEFT-$1,500 TO $2,000K",2050,0.967342229344989,155,230,,
"THEFT-$1,500 TO $20,000 [RE-INDICTMENT CR-12-0542]",2050,0.995956877834203,155,230,,
"THEFT-$1,500 TO $20,000 (HABITUAL FELON)",2050,0.978090920588655,155,230,,
"ATTEMPTED THEFT-$20,000 TO $100,000 (ATTEMPTED)",2051,0.839072061145921,156,231,,
THEFT OF FIREARM,2050,0.995691263413754,155,230,,
"THEFT-1,500 TO $20,000",2050,0.993660195683856,155,230,,
"THEFT - $2,500 TO $30,000",2050,0.997604625401261,155,230,,
"THEFT-$2,500 TO $30,000",2050,0.997604625401261,155,230,,
"THEFT OF LIVESTOCK-LESS THAN $30,000",2050,0.816441286469069,155,230,,
"ORGANIZED RETAIL THEFT-$2,500 TO $30,000",2050,0.994931035426737,155,230,,
THEFT OF FIREARM [RE-INDCT-CR-17-0307],2050,0.994666158845944,155,230,,
THEFT FIREARM,2050,0.995691263413754,155,230,,
"THEFT OF SERVICE-$2,500 TO $30,000",2050,0.999336296178747,155,230,,
"THEFT PROP >=$2,500<$30K",2050,0.553811339022895,155,230,,
THEFT FIREARM-SJF(HCNTF TF02-1021),2050,0.984558745373803,155,230,,
"THEFT >=$1,500<$20K 3 PRIOR CONV OF THEFT; HAYS CO. 52,537; 33,443; 28,363",2050,0.904913176582059,155,230,,
THEFT=$1500<$20K,2050,0.519653755490006,155,230,,
THEFT FIREARM-FS(SMPD 03-38251),2050,0.984558745373803,155,230,,
THEFT/FIREARM-SJF(HCSO C04-07858),2050,0.983311084003705,155,230,,
"THEFT<$1,500 2/MORE PRIOS",2050,0.767110550896984,155,230,,
THEFT/FIREARM-SJF(SMPD 04-63273),2050,0.983311084003705,155,230,,
THEFT/FIREARM-SJF (HCSO 05-27007),2050,0.983311084003705,155,230,,
COUNT II] THEFT OF FIREARM,2050,0.996996638172689,155,230,,
"THEFT-$1500 TO $20,000 [RE-INDICT CR-07-746]",2050,0.995956877834203,155,230,,
"THEFT < $20,000",2050,0.986736304178739,155,230,,
THEFT-SJF(HCSO C02-33999),2050,0.511441860676865,155,230,,
THEFT FIREARM-SJF(SMPD 06-27339),2050,0.984558745373803,155,230,,
"LESSER INCLUDEDTHEFT PROP>=$1,500<$20K",2050,0.98189820280336,155,230,,
THEFT-$750 TO $2500,2050,0.93869733796585,155,230,,
"LESSER INCUDED THEFT PROP>=$1,500<$20K",2050,0.980448228491627,155,230,,
THEFT=$1500<$20K 1 PRIOR,2050,0.748016327122305,155,230,,
THEFT OF A FIREARM,2050,0.995691263413754,155,230,,
THEFT <$1500,2050,0.712307411997814,155,230,,
THEFT PROP>=$20<$500 BY CHECK,2050,0.497943972985118,155,230,,
THEFT PROP >$100<$750 BY CHECK,2050,0.530269709837272,155,230,,
ATTEMPT TO COMMIT THEFT OF FIREARM (ATTEMPTED),2051,0.855285949505657,156,231,,
THEFT OF SERVICE <$750,2050,0.956670201289369,155,230,,
THEFT PROP >=$100<$750 BY CHECK,2050,0.825904591435477,155,230,,
THEFT PROP>=$100 <$750,2050,0.687149466297855,155,230,,
THEFT PROP >=$100<$750-B (SMPD 19-64237),2050,0.505680817991294,155,230,,
THEFT PROP >=$100 <$750,2050,0.687149466297855,155,230,,
THEFT PROP >=$100<$750-B,2050,0.830315186086485,155,230,,
THEFT PROP >$100 <$750,2050,0.710545175554537,155,230,,
THEFT PROP>=$100<$750,2050,0.687149466297855,155,230,,
ORGANIZED RETAIL THEFT >=$100<$750,2050,0.489190984290301,155,230,,
THEFT PROP >=$100<$750-B (KPD 2021-02000),2050,0.995604743753386,155,230,,
THEFT PROP >=$100<$750 (KPD 2020-25388),2050,0.687149466297855,155,230,,
THEFT PROP >=$100<$750-B (SMPD 21-32944),2050,0.830315186086485,155,230,,
THEFT PROP >=$100<$750-B (BPD 2021-10730),2050,0.830315186086485,155,230,,
THEFT PROP >=$100<$750-B (SMPD 22-00490),2050,0.830315186086485,155,230,,
FAIL TO APPEAR-THEFT PROP>=$20<$500 BY CHECK,2050,0.364176368956737,155,230,,
FAIL TO APPEAR-THEFT PROP>=$50<$500,2050,0.468115408651783,155,230,,
"THEFT <$1,500",2050,0.712307411997814,155,230,,
"THEFT < $1,500",2050,0.712307411997814,155,230,,
THEFT<$1500,2050,0.712307411997814,155,230,,
THEFT OF SERVICE <$1500,2050,0.931875332242303,155,230,,
THEFT <$1500,2050,0.712307411997814,155,230,,
THEFT < $1500,2050,0.712307411997814,155,230,,
"THEFT<$1,500",2050,0.712307411997814,155,230,,
"THEFT PROP>=$500<$1,500 THEFT BY CHECK",2050,0.994818755888537,155,230,,
THEFT OF SERVICE<$1500,2050,0.931875332242303,155,230,,
THEFT BY CHECK $500 < $1500,2050,0.990459473748149,155,230,,
"THEFT OF SERV >=$500<$1,500",2050,0.918701174091294,155,230,,
THEFT $2500,2050,0.839612268503024,155,230,,
THEFT PROP >=$100 <$750 ENH IAT,2050,0.526339532001852,155,230,,
THEFT-MAIL,2050,0.86422650641012,155,230,,
THEFT MAIL,2050,0.995030233050034,155,230,,
"ORGANIZED RETAIL THEFT - $1,500 TO $20,000",2050,0.988884386942931,155,230,,
THEFT - $500-$1500,2050,0.975790143599547,155,230,,
"THEFT-$500 TO $1,500",2050,0.976675439076385,155,230,,
MAIL THEFT-A (SMPD 19-81182),2050,0.995763896242824,155,230,,
"FAIL TO APPEAR-THEFT PROP>=$500<$1,500",2050,0.929089406970505,155,230,,
"FAILURE TO APPEAR--THEFT PROP>=$500<$1,500",2050,0.713353274433483,155,230,,
"FAILURE TO APPEAR-THEFT PROP>=$500<$1,500",2050,0.713353274433483,155,230,,
"THEFT >=$500<$1,500",2050,0.986700379334378,155,230,,
"THEFT $500<$1,500 X 6",2050,0.52925129348159,155,230,,
THEFT PROP>=$50<$500,2060,0.667743076926477,160,240,,
THEFT OF SERVICE <$500,2060,0.998735973284356,160,240,,
THEFT $50<$500,2060,0.97032890471082,160,240,,
THEFT OF SERVICE < $500,2060,0.998735973284356,160,240,,
THEFT BY CHECK $20<$500,2060,0.940235333413125,160,240,,
THEFT <$100 ENHANCED,2060,0.688630562298447,160,240,,
THEFT <$100,2060,0.988151037273986,160,240,,
THEFT BY CHECK $50<$500,2060,0.940235333413125,160,240,,
THEFT<$100 ENHANCED,2060,0.688630562298447,160,240,,
THEFT PROP <$100 ENH IAT,2060,0.934553907209626,160,240,,
THEFT PROP < $100 W/ PREV CON,2060,0.549728484710011,160,240,,
THEFT PROP <$100,2060,0.981092885529503,160,240,,
THEFT PROP <$100 ENH,2060,0.936225448422578,160,240,,
THEFT < $100 W/PREV CONV,2060,0.649478503811093,160,240,,
THEFT PROP <$100 W/PREV CONV,2060,0.583752245011872,160,240,,
THEFT PROP>=$50<$500 W/PREV CONVIC,2060,0.798196464767415,160,240,,
THEFT >=$50<$500 X 6,2060,0.973771216807296,160,240,,
ORGANIZED RETAIL THEFT <$500,2060,0.875788123838929,160,240,,
THEFT PROP <$50 W/PREV CONVIC ENH,2060,0.524368611838765,160,240,,
THEFT OF MAIL <=10 ADDRESSES,2060,0.568303519203123,160,240,,
THEFT MAIL <=10 ADDRESSES,2060,0.568303519203123,160,240,,
THEFT OF SERV >=$20<$500,2060,0.958494952521471,160,240,,
THEFT PROP $50<$500 ENH,2060,0.965645647786764,160,240,,
THEFT <$50,2060,0.870676747770552,160,240,,
FELONY THEFT,2070,0.877271600281436,165,250,2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2314;2315;2316;2399,23A;23B;23C;23D;23E;23F;23G;23H
ENGAGING ORGANIZED CRIM A,2070,0.794277773420006,165,250,2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2314;2315;2316;2399,23A;23B;23C;23D;23E;23F;23G;23H
THEFT-3/SMPD#97-530,2070,0.513293192545825,165,250,2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2314;2315;2316;2399,23A;23B;23C;23D;23E;23F;23G;23H
THEFT/3(SMPD 97-5290),2070,0.513293192545825,165,250,2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2314;2315;2316;2399,23A;23B;23C;23D;23E;23F;23G;23H
"THEFT PROP>$1,500<$20K PUB SERV/ELDERLY",2070,0.969142056537573,165,250,2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2314;2315;2316;2399,23A;23B;23C;23D;23E;23F;23G;23H
